名称,UP主,IP地址,视频摘要,网站,时间,观看次数,点赞数,收藏数,投币数,转发数
今天是你和宵宫大喜的日子❤️,河野华,上海,宵宫跳大喜！我爱看,https://b23.tv/BV1gm4y1v7j4,2023.06.12,3676065,341727,87137,81641,18319
自制雨天遛狗车，让你和狗子一起享受漫步雨中的乐趣,飞飞舰长,安徽,有了这辆车，雨天也能遛狗了,https://b23.tv/BV1ym4y1v7TM,2023.06.12,5317670,720032,86569,140197,6033
你在史书上所轻轻翻过的一页   便是他们波澜壮阔的一生,海棠家的大肥鱼,天津,上下几千年的历史剧集混剪！好震撼！,https://b23.tv/BV1eu411h7gc,2023.06.12,3762850,358959,202448,225729,31405
【碧蓝航线6周年】凤凰传奇敦煌寻声，碧蓝航线x敦煌博物馆特别联动,碧蓝航线,上海,三厨狂喜,https://b23.tv/BV1Nu411W7HD,2023.06.12,5339458,159825,14466,15779,5446
打铁咯！！,我是咪总mi_im,广东,现在的10年的小孩也会跳2NE1！,https://b23.tv/BV1Hj411X7Ww,2023.06.12,5178541,586153,82959,67126,24717
中西合璧｜Golden Hour！这是什么古筝与大提琴的宿命感啊！,碰碰彭碰彭,法国,线条与颗粒的完美结合,https://b23.tv/BV1Qh4y197VF,2023.06.12,7416287,903222,321474,226319,40408
新番时光机！一个时代的开启！10年前的观众都在看什么神片？！「2013年4月篇」泛式,泛式,上海,十年前的四月新番是什么样的光景？,https://b23.tv/BV1to4y1N7Z6,2023.06.12,2954657,282727,57058,145006,12622
挑战和56个民族同胞合影.第一站鄂伦春族,旺仔有内涵,黑龙江,一个月内找遍56个民族合影,https://b23.tv/BV1J14y1S7cG,2023.06.12,2905227,448237,16739,71616,2427
《重返未来：1999》1.1版本PV：雷米特杯失窃案,重返未来1999,广东,狗狗教狂喜,https://b23.tv/BV1PN411k7vU,2023.06.12,3062141,99466,12030,15983,20330
台湾梦魇vs东北剑魔，最后一舞vs极致猖狂！小说都不敢这么写 #真金白银vs最强王者,上单老祖,湖北,要素过多,https://b23.tv/BV1Rh4y1G7Du,2023.06.12,2688645,228099,14715,68894,9443
黑深残拉满！美国奥特超人有多好看？《奥特灭伽》第二章,努力的Lorre,北京,超精彩美漫解说,https://b23.tv/BV1mV4y127Ju,2023.06.12,2393776,261753,33428,75388,2983
鬼：“向前看，别回头”,老番茄,上海,《已经是第五次了，应该不会再害怕了》,https://b23.tv/BV14o4y177vj,2023.06.12,5781316,405109,89918,67104,10839
自制冰箱散热床！8核阵列制冷，体验高雅舒适睡眠！【科技达】,苏打baka,山东,180度3D人体散热床，有了这个还开什么空调？,https://b23.tv/BV1Du4y1d7mo,2023.06.12,3425036,199581,20426,75669,17399
《赛博朋克 2077：往日之影》 官方预告片,CD_PROJEKT,上海,期待！,https://b23.tv/BV1Wh4y1R7Js,2023.06.12,1652669,60024,11368,12312,36318
其实炸鸡柳的做法真不难，只要学会这些腌制调料，你也能做出外面小吃摊的味道~,品诺美食开课啦,陕西,街头爆火的香酥鸡柳，看了就会,https://b23.tv/BV1F14y1S78E,2023.06.12,3476694,237795,206161,52457,29353
《闪耀暖暖》×《甄嬛传》联动主题实景PV首曝！,闪耀暖暖,上海,这是叠妃吗（doge,https://b23.tv/BV1Uc411g77F,2023.06.12,1898493,91259,7437,6268,22447
青春的最后一件快递,天猫,浙江,也许我们都有不曾舍得删除的收货地址,https://b23.tv/BV1Lu4y1o7nE,2023.06.12,1055814,25139,1763,801,335
当你有个香港朋友,粤知一二,广东,有个香港朋友是什么体验？,https://b23.tv/BV1CW4y1X7E8,2023.06.12,4113100,380201,15519,9172,4626
探秘迪拜最土豪自助餐！迪拜皇室自助餐！都吃什么？,HOLA小测佬,西班牙,探店全球十大自助餐厅之一,https://b23.tv/BV1uh4y1X7Gn,2023.06.12,8022490,472836,126773,167035,12097
【英文脱口秀互动】高考完就来看演出！,Norah脱口秀,上海,高考完去脱口秀现场大跳国标舞！,https://b23.tv/BV1e14y1S76k,2023.06.12,3433686,267530,26673,74766,14257
36天，蚕宝子终于结茧啦！！！,小野日记-,湖北,蚕宝宝成长记录,https://b23.tv/BV1TX4y1b7uD,2023.06.12,5606079,55863,21513,1994,491
深度|| 兵仙扫北的时代机遇，背水一战的不可复制，孙子兵法的行走教材,渤海小吏,天津,韩信兵法到底有多神？,https://b23.tv/BV1mN411k7gW,2023.06.12,2478344,112768,27080,75914,4485
金色大厅交响乐演奏【雪 Distance】（迫真）,JasonHuangMusic,澳大利亚,瞬间高级起来了！,https://b23.tv/BV1ZN411r7CD,2023.06.12,2230586,171821,52054,30262,24145
这是我第一次知道，原来在爷爷的世界里，十块钱可以买到这些…,万宝日记,四川,爷爷会用十块钱买什么？,https://b23.tv/BV1du4y1Z7Vu,2023.06.12,1175252,134615,5823,9646,319
没有人能空着手离开景德镇！后悔！我怎么现在才去！！,超Carry的柴西,上海,景德镇绝不仅仅是陶瓷古城那么简单,https://b23.tv/BV11h4y1g7xd,2023.06.12,1548742,48147,6861,6971,3076
【B站毕业歌】35所高校联动唱响《我们都拥有海洋》｜全国高校版,大家的音乐机,上海,35所高校合唱毕业歌！,https://b23.tv/BV1914y1U7C4,2023.06.12,1694412,88638,24025,15497,9995
我叫鸠摩智，是个肝帝，于是我被狗托打哭了,老鸽0LDGE,湖北,来看满级实干僧升级打怪！,https://b23.tv/BV1Mh411T7fA,2023.06.12,1659879,63712,7256,15985,5079
是你，也是我 | 洛天依【我们都拥有海洋】绝美和声版,洛天依,上海,洛天依绝美和声演绎B站2023毕业歌,https://b23.tv/BV1hu411h7rH,2023.06.12,1262884,73020,20100,18713,2388
个人制作 火影·终结之战,二零退三,浙江,超高质量火影MAD,https://b23.tv/BV1J14y1Q7TJ,2023.06.12,1374608,221681,75854,125955,7326
服装设计师看重返未来1999里的服装，能猜出时代背景吗？,平圆方中Lebannen,上海,服装设计师在线解读游戏服饰,https://b23.tv/BV1CL411v7t4,2023.06.12,1291725,150132,44659,17654,6627
在地铁上写歌是种什么体验？,林鸥深ocean,北京,地铁上灵光一闪，就写出一首歌来了？,https://b23.tv/BV1Kc411g7oo,2023.06.12,1337960,167131,29427,24723,2294
【影人志】“宝贝男孩”的自我和解之路｜希亚·拉博夫,Tommy不是谢尔比,北京,如何看待系列电影更换男主？,https://b23.tv/BV158411Z7Xq,2023.06.12,1054065,47888,9740,18192,1359
《  任性小黑客  》【银狼】【误解系】,GYAnimation,安徽,改写番剧结局！做了我想做的事情,https://b23.tv/BV1L14y1S7Ky,2023.06.12,1781641,261938,137240,112379,22421
3条超贵裙裙，花了小7000，试穿。（不屑脸）,阿哈哈哈哈哈黑猫警长,浙江,看过等于穿过！,https://b23.tv/BV1Tm4y1v7Tb,2023.06.12,2550381,222867,8905,6521,3612
2023毕业歌《我们都拥有海洋》｜bilibili×吴青峰,哔哩哔哩弹幕网,上海,献给即将或已经毕业的人们，让我们告别标准答案，去做喜欢的自己！,https://b23.tv/BV1BN411C73S,2023.06.05,8851750,309662,154508,138562,66704
京 海 魔 盗 团,_青红造了个白_,山东,天下魔术，无坚不摧，唯快不破,https://b23.tv/BV1qh4y1s7cv,2023.06.05,13820834,1009128,323833,588860,207819
戴过Vision Pro后，这些问题有了答案,影视飓风,浙江,苹果头显的惊艳与瑕疵,https://b23.tv/BV1hu4y1d7uz,2023.06.05,4981677,283889,44757,108435,56553
小潮别死,小潮院长,上海,“在小潮院长的大量药水里发现微量血液”,https://b23.tv/BV1gN411C7Dn,2023.06.05,17913714,701425,225278,247711,10310
新王登基！,薪儿姐师尊,重庆,这剧本AI跑冒烟了都写不出来（doge,https://b23.tv/BV1cz4y1B7y9,2023.06.05,8671756,719008,57305,53494,34196
高速相机揭秘近视手术，医生在眼球上到底做了啥？,亿点点不一样,浙江,近距离实拍飞秒手术过程,https://b23.tv/BV1Bs4y1e7xF,2023.06.05,9136713,781304,213051,204849,142274
小室哲哉×幸田来未×碧蓝航线6周年主题曲《Jump to the Breeze》全球首发！,碧蓝航线,上海,6周年生日快乐！,https://b23.tv/BV1qo4y137h1,2023.06.05,7759455,182219,34233,31223,5976
逃税在美国有多危险？【神奇组织06】,小约翰可汗,江苏,神奇组织之美国国税局篇,https://b23.tv/BV1pM4y1e7Ke,2023.06.05,7809814,431130,67676,137267,14089
这玩意火了200多年，你不会没吃过吧？,绵羊料理,上海,一起了解非遗技艺鱼腐,https://b23.tv/BV1RW4y1973m,2023.06.05,8451758,481191,56568,252501,8961
「小泽」Apple Vision Pro 真机佩戴体验：今天下午，我看见了未来。,钟文泽,美国,钟文泽亲身感受Apple Vision Pro的突破,https://b23.tv/BV1Ps4y1q7K2,2023.06.05,3991286,136045,31284,52537,181015
《崩坏：星穹铁道》银狼角色PV——「有点意思」,崩坏星穹铁道,上海,原来你也…玩崩坏3？,https://b23.tv/BV15o4y1u7pH,2023.06.05,6913545,414199,102152,138404,77086
挑战在英国伦敦全程只说中文，他们居然...,中国BOY超级大猩猩,上海,“店员：家人们谁懂啊，遇到两个人能听懂英文但是不说”,https://b23.tv/BV1Jc411V7Gc,2023.06.05,8542203,616457,84638,132968,29352
长 辈 不 妙 曲,十五的月亮廿九圆,北京,“观察到长辈发出尖锐的爆鸣声”,https://b23.tv/BV1qL411v7ew,2023.06.05,4154946,416354,136226,18679,6887
起猛了…高圆圆居然来吃了我的刀削面,巴黎小郭郭,法国,省流：太美了！,https://b23.tv/BV1yo4y1E7iq,2023.06.05,6268188,554026,37045,17445,12764
高考助力摇,宇崎学妹想要摇,云南,本来以为是整活，结果竟然来真的？,https://b23.tv/BV1KL411i7re,2023.06.05,2491114,262650,24292,48324,29739
所有大题？答题模板！高考语文？必胜高分！【学过石油的语文老师】,学过石油的语文老师,山东,考完的同学们都用上了吗~,https://b23.tv/BV1oh4y1s7Lb,2023.06.05,3775023,264208,187670,114943,40146
以后不发法律视频了，感谢大家,俏佳人xxx,广东,省流：表面整活实则普法,https://b23.tv/BV1um4y1t7aC,2023.06.05,7309847,900788,38677,43383,8805
极限8小时，我和橘子海拍了「夏日漱石」,小鹿Lawrence,北京,只要和合拍的人在一起，真的可以克服万难，创造出耀眼的成果！,https://b23.tv/BV1yz4y1q79f,2023.06.05,2179986,40666,10077,25866,4421
自制看家机器人,手工耿,河北,废品收购站终身会员耿哥新作品出炉,https://b23.tv/BV1wP411B7Zx,2023.06.05,6904126,329582,32409,68838,11663
26岁，是高中生,老番茄,江苏,老番茄重回高中校园,https://b23.tv/BV1zs4y1e7Cn,2023.06.05,5329104,469905,42180,68239,6323
马拉松在特警训练面前不值一提！,李炮炮儿,北京,能坚持下来已经很厉害了！,https://b23.tv/BV1so4y1M7hH,2023.06.05,5058198,494603,27748,19276,2661
这杯咖啡谁舍得喝呀，不得先玩几个小时,江寻千,广东,咖啡里长小猫啦,https://b23.tv/BV1614y1D7hP,2023.06.05,4262148,226753,96309,22830,21697
《明日方舟》SideStory「空想花庭」活动宣传PV,明日方舟,上海,钟被敲响，铳声长鸣,https://b23.tv/BV1eN41117Pb,2023.06.05,2889339,149140,21575,47146,33471
《聪明墨菲特》,TheShy,上海,实力、整活和节目效果都爆炸了,https://b23.tv/BV1Jz4y1q7sG,2023.06.05,3280014,226640,9524,11829,6825
这玩意是怎么做到全国不统一的？？！,大碗拿铁,美国,一场关于烧卖的多样性探索,https://b23.tv/BV16k4y1W7R1,2023.06.05,5354170,148800,16193,12839,4566
怎么用5块钱换来一只羊。看好了，我只教一遍。,疆域阿力木,新疆,《 请 勿 模 仿 》,https://b23.tv/BV1Ro4y1E7nP,2023.06.05,2736691,211505,2697,2429,420
我和数学学霸的差距（本视频取材于本人真实经历,papi酱,北京,太过真实,https://b23.tv/BV1rs4y1e72w,2023.06.05,4269929,392580,24060,27038,27114
【2023高考】让你安心的最后一课！条件翻译+考点梳理+考试锦囊！,一数,天津,祝大家数学都对！,https://b23.tv/BV1Nc41137sq,2023.06.05,2177110,152611,78827,73443,24774
香港街唱戏腔《探窗》！世界各地的人前来围观,Vaniah维,广东,一起感受国风歌曲的魅力！,https://b23.tv/BV19W4y1R7gH,2023.06.05,5449565,360090,87543,150626,19686
全世界只有中国人实现的“西瓜自由”！全靠这位奶奶！,橘右美美子,广东,致敬吴明珠奶奶,https://b23.tv/BV1oX4y1b7od,2023.06.05,4021285,467381,44764,81503,2750
千万别脱离互联网太久,粤知一二,广东,网络用语的更新到底有多快？,https://b23.tv/BV1qV4y1z7mZ,2023.06.05,7044599,509952,49498,8777,3245
亚洲最大“高考工厂”到底长啥样？带你直击最真实的毛坦厂！,直男Talk,浙江,希望所有考生都能实现期待中的未来,https://b23.tv/BV1PV4y1S7Hm,2023.06.05,668875,56209,4872,3175,2501
90秒速通崩铁剧情【星穹铁道极速版】,吾心如一,美国,这种艺术太先进了（doge,https://b23.tv/BV1qh4y1s7dx,2023.06.05,4110931,464776,132040,78187,58501
洛天依&HoneyWorks| Ah~今天一定要传递爱意，好きなんです 【恋爱色魔法】,洛天依,上海,梦幻联动！想要来一场甜蜜的恋爱！,https://b23.tv/BV1pX4y1a7Cd,2023.06.05,1191793,170834,50413,35486,7561
一个班的学生委托我改造他们的班主任,良田田田,浙江,纪念十八岁的青春,https://b23.tv/BV1To4y1T7SW,2023.06.05,2537211,364170,16124,16226,1554
带海皇吃了3天炸鸡，瘦了5斤,叔贵,浙江,海皇：乐不思潮,https://b23.tv/BV1kX4y1t7QJ,2023.06.05,7727068,326634,129904,56547,8365
国之美·冈仁波齐,摄影家罗红,北京,航拍天花板之神山冈仁波齐,https://b23.tv/BV17V4y1U7Dt,2023.06.05,607620,59604,12468,4540,3752
网红被堵戛纳门口，竟然和巩俐龚俊一起走红毯？,AHALOLO,上海,AHALOLO又走戛纳红毯啦,https://b23.tv/BV1yz4y1i71G,2023.06.05,740193,40730,3183,13709,320
如果快乐就行！那这也算多巴胺穿搭吧......,怪力阿猛,湖南,这才是真正的”多巴胺“穿搭（doge,https://b23.tv/BV13k4y1s7AD,2023.06.05,324734,26362,2329,17918,456
自制水路两栖钓鱼房车,手工耿,河北,水路两栖，还能在里面吃饭睡觉！这是钓鱼人的梦中情车吧！,https://b23.tv/BV1HP411D7Rj,2023.05.29,8413622,686953,94998,321232,92547
《防空模拟器》,马鹿blyat,辽宁,邻居连夜搬家（doge,https://b23.tv/BV1qk4y1x72X,2023.05.29,7806922,568534,85445,159311,74232
10元一份，文旅局长带我吃才知道，这碗粉为什么会火爆云南！,盗月社食遇记,广西,排面！盗月社跟着文旅局局长一起吃云南美食,https://b23.tv/BV1no4y1M7PM,2023.05.29,3659989,342777,37579,207134,18752
【邓紫棋的VLOG】马尔代夫-天堂之旅,GEM鄧紫棋,上海,什么?邓紫棋亲自剪的vlog？,https://b23.tv/BV1Yk4y1W7sX,2023.05.29,5910409,389085,77439,79895,26547
《重返未来：1999》公测PV上映：雨幕之间 时代重映,重返未来1999,广东,PV质量爆炸，好多名场面动起来了,https://b23.tv/BV1rk4y1L73b,2023.05.29,5600716,133937,40229,33162,41076
世纪大奔现！UP主与粉丝的拉萨之约！【令人澎湃的西藏】泪目收官,好奇星人知识喵,上海,青春没有售价，心愿直达拉萨！,https://b23.tv/BV1f8411Z7R1,2023.05.29,2240547,29607,4828,3600,535
猜错了扣工资！！！,高斯Goh,上海,所以最后到底谁被扣工资了,https://b23.tv/BV1nu4y1f78E,2023.05.29,10114846,358226,101508,110728,3796
保护小潮院长,杜海皇,上海,这期是MC！爷青回,https://b23.tv/BV1rM4y1v7Vo,2023.05.29,8921228,331774,94550,91418,4601
白银亚索vs王者拉克丝，嘴强还是真强？真金白银vs最强王者#3,上单老祖,湖北,寻找最强真金白银！,https://b23.tv/BV1TP411X7Rn,2023.05.29,3710178,218268,9655,35702,16575
6天6种人民币背景 挑战完成.祖国大好河山,旺仔有内涵,辽宁,夜排天安门看升旗仪式,https://b23.tv/BV1Fk4y1s7DX,2023.05.29,3691576,608301,40424,183201,4550
自己动手❗️改造父母卧室的第二天，自制无主灯吊顶,在逃许师傅,江苏,这动手能力，可以直接去装修公司上班了吧！仅凭一人装修卧室！,https://b23.tv/BV1Hs4y1T77L,2023.05.29,848628,128974,8100,7741,1564
【STN快报第七季17】科乐美游戏开发第一步，开发律师函,STN工作室,上海,不是周四也能看到STN快报了,https://b23.tv/BV1kM4y1i7vL,2023.05.29,1655676,121484,19267,81456,3484
谁能比拉姆更倒霉？【小约翰】,小约翰可汗,江苏,比拉姆更倒霉的人出现了,https://b23.tv/BV1rM4y1e7XK,2023.05.29,4208376,306951,54669,160391,12159
《原神》过场动画-「流星知愿」,原神,上海,“如果拘泥于真假，岂不是错过了很多感动和美好吗”,https://b23.tv/BV1Zh4y1x7RL,2023.05.29,2950507,258079,101313,189754,35249
今天骑它去镇上拿快递，为了赶时间只能边骑边做饭,乡野小罗呀,广西,可以做菜的蒸汽摩托车,https://b23.tv/BV1cX4y1a7iC,2023.05.29,4247679,328827,30534,12296,31043
童年那么长，原来也就一首歌的时间啊！,央视新闻,,画质越来越清晰，童年却越来越模糊,https://b23.tv/BV1Xk4y1W7jT,2023.05.29,6388704,719446,241703,305208,80961
《崩坏：星穹铁道》1.1版本「银河漫游」前瞻特别节目,崩坏星穹铁道,上海,光看开头就绷不住了,https://b23.tv/BV1Xu411W7Sp,2023.05.29,2959391,181750,26936,36168,11383
